,complaint_number,status,date_entered,house_number,house_street,zip_code,bin,community_board,special_district,complaint_category,unit,disposition_date,disposition_code,inspection_date,dobrundate,complaint_description,bis_description
5632,2014614,CLOSED,09/28/1994,1560,DWIGHT PLACE,10465.0,2075758,210,,73,BRONX,10/12/1994,B1,10/11/1994,20260427000000,Failure to Maintain,Buildings Violation(s) Prepared and Attempt to Serve will be Made
5633,4653580,CLOSED,05/21/2016,63-57,60 PLACE,11385.0,4084613,405,,05,QNS.,10/18/2016,I2,10/15/2016,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
5634,3325523,CLOSED,11/25/2009,4416,14 AVENUE,11219.0,3136487,312,,45,BKLYN,01/08/2010,A8,12/31/2009,20260427000000,Illegal Conversion +,OATH Violation Served
5635,1207432,CLOSED,10/22/2007,549,WEST  159 STREET,10032.0,1062809,112,,29,MAN.,11/27/2007,A9,11/07/2007,20260427000000,"BUILDING – Vacant, Open and Unguarded",OATH and DOB Violations Served
5636,3641658,CLOSED,03/10/2018,51,ASHFORD STREET,11207.0,3087009,305,,65,PLUMB,03/14/2018,C2,03/13/2018,20260427000000,Gas Hook-Up/Piping – Illegal or Defective,Inspector Unable to Gain Access – 2nd Final Attempt
5637,5106472,CLOSED,09/15/2013,931,VAN DUZER STREET,10304.0,5016373,501,,05,ST.IS,10/09/2013,C2,10/08/2013,20260427000000,Permit – None (Building/PA/Demo etc.),Inspector Unable to Gain Access – 2nd Final Attempt
5638,2230723,CLOSED,08/02/2016,660,ARNOW AVENUE,10467.0,2093464,211,,09,BRONX,10/26/2016,I2,10/26/2016,20260427000000,Debris – Excessive,No Violation Warranted for Complaint at Time of Inspection
5639,1456352,CLOSED,07/27/2017,34 1/2,EAST 12 STREET,10003.0,1009129,102,,23,SCFLD,08/01/2017,I2,08/01/2017,20260427000000,Sidewalk Shed/Supported Scaffold/Inadequate/Defect/NONE/NO PMT/NO CERT,No Violation Warranted for Complaint at Time of Inspection
5640,4542767,CLOSED,03/08/2013,133-40,78 STREET,11414.0,4852954,410,,15,QNS.,08/26/2013,I2,08/23/2013,20260427000000,Fence – NONE/Inadequate/Illegal,No Violation Warranted for Complaint at Time of Inspection
5641,2047828,CLOSED,09/04/2002,1185,GRENADA PLACE,10466.0,2066178,212,,31,BRONX,09/30/2002,I2,09/18/2002,20260427000000,Certificate of Occupancy – None/ILLEGAL/Contrary to CO,No Violation Warranted for Complaint at Time of Inspection
5642,1280845,CLOSED,05/02/2010,347,WEST   55 STREET,10019.0,1025424,104,,63,ELEVR,10/18/2010,A1,08/03/2010,20260427000000,Elevator: Defective/Inoperative,Buildings Violation(s) Served
5643,3023167,CLOSED,06/02/1992,251,12TH STREET,11215.0,3332168,306,,05,BKLYN,06/25/1992,A1,06/12/1992,20260427000000,Permit – None (Building/PA/Demo etc.),Buildings Violation(s) Served
5644,1471881,CLOSED,02/08/2018,58,WEST 39TH ST,10018.0,1016018,105,,2E,BEST,02/08/2018,P6,02/08/2018,20260427000000,Tracking Complaint for Full Demolition Notification,Initial Notification Accepted
5645,2011953,CLOSED,09/03/1993,2848,DECATUR AVENUE,10458.0,2016422,207,,42,BRONX,09/22/1993,I2,09/09/1993,20260427000000,Fence – ILLEGAL,No Violation Warranted for Complaint at Time of Inspection
5646,1568739,CLOSED,04/09/2021,350,WEST 50 STREET,10019.0,1077841,104,,4A,SPOPS,04/29/2021,K1,04/29/2021,20260427000000,Illegal Hotel Rooms in Residential Buildings,Insufficient Information/Unable to Locate Address
5647,4631594,CLOSED,09/19/2015,59-19,GATES AVENUE,11385.0,4083739,405,,05,QNS.,09/14/2016,I2,09/13/2016,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
5648,1508840,CLOSED,04/29/2019,100,CHARLTON STREET,10014.0,1010372,102,,05,MAN.,05/09/2019,I2,05/07/2019,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
5649,2060903,CLOSED,06/30/2004,75,WEST  190 STREET,10468.0,2014648,207,,63,ELEVR,08/09/2004,A1,07/30/2004,20260427000000,Elevator: Defective/Inoperative,Buildings Violation(s) Served
5650,3005439,CLOSED,10/11/1989,2216,CROPSEY AVE,,3319803,3,,14,BKLYN,10/13/1989,I2,10/12/1989,20260427000000,Excavation – Undermining Adjacent Building,No Violation Warranted for Complaint at Time of Inspection
5651,4974942,CLOSED,10/11/2024,162-10,72 AVENUE,11365.0,4148159,408,,6V,OBM,10/11/2024,I3,10/11/2024,20260427000000,Tenant Safety Inspection,Compliance Inspection Performed
5652,3A39860,CLOSED,12/02/2025,1236,TABOR COURT,11219.0,3141564,310,,05,RTEU,03/12/2026,C2,03/12/2026,20260427000000,Permit – None (Building/PA/Demo etc.),Inspector Unable to Gain Access – 2nd Final Attempt
5653,1069239,CLOSED,08/11/1999,230,WEST 54TH ST,10019.0,1024839,105,,54,MAN.,08/16/1999,A1,08/11/1999,20260427000000,Wall/Retaining Wall – Bulging/Cracked,Buildings Violation(s) Served
5654,4392301,CLOSED,03/09/2009,90-15,QUEENS BOULEVARD,11373.0,4045999,404,,83,QNS.,03/24/2009,A1,03/18/2009,20260427000000,Construction: Contrary/Beyond Approved Plans/Permits +,Buildings Violation(s) Served
5655,4806517,CLOSED,03/04/2020,137-17,56 AVENUE,11355.0,4115526,407,,45,Q-L,03/20/2020,C2,03/20/2020,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
5656,4160495,CLOSED,02/04/2003,38-07,JUNCTION BOULEVARD,11368.0,4437222,403,,49,SPOPS,08/18/2003,J3,08/18/2003,20260427000000,Storefront or Business Sign/Awning/Marquee/Canopy – ILLEGAL,Reviewed – Inspection to Be Scheduled
5657,4789904,CLOSED,09/18/2019,109-15,MERRICK BOULEVARD,11433.0,4218721,412,,6S,ELEVR,10/31/2019,A8,10/31/2019,20260427000000,Elevator: Single Device on Property/No Alternate Service,OATH Violation Served
5658,2330498,CLOSED,01/21/2022,3063,BUHRE AVENUE,10461.0,2046612,210,,6S,ELEVR,01/28/2022,H1,01/28/2022,20260427000000,Elevator: Single Device on Property/No Alternate Service,Please See Complaint Number
5659,4475641,CLOSED,03/25/2011,48-22,28 AVENUE,11103.0,4013882,401,,31,QNS.,09/22/2011,C2,09/19/2011,20260427000000,Certificate of Occupancy – None/ILLEGAL/Contrary to CO,Inspector Unable to Gain Access – 2nd Final Attempt
5660,4183177,CLOSED,12/30/2003,31-11,31 STREET,11106.0,4008370,401,,49,SPOPS,01/02/2004,J3,01/02/2004,20260427000000,Storefront or Business Sign/Awning/Marquee/Canopy – ILLEGAL,Reviewed – Inspection to Be Scheduled
5661,4215266,CLOSED,02/23/2005,226-36,KINGSBURY AVENUE,11364.0,4461228,411,,30,QNS.,02/28/2005,I2,02/24/2005,20260427000000,Building Shaking/Vibrating/Struct Stability Affected,No Violation Warranted for Complaint at Time of Inspection
5662,4200613,CLOSED,08/02/2004,107-43,120 STREET,11419.0,4205560,410,,45,QNS.,10/07/2004,C2,09/30/2004,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
5663,3802648,CLOSED,06/21/2021,76,NORTH 8TH STREET,11249.0,3421793,301,,2E,BEST,06/21/2021,P6,06/21/2021,20260427000000,Tracking Complaint for Full Demolition Notification,Initial Notification Accepted
5664,4476697,CLOSED,04/05/2011,710,WOODWARD AVENUE,11385.0,4082977,405,,30,QNS.,04/06/2011,I2,04/06/2011,20260427000000,Building Shaking/Vibrating/Struct Stability Affected,No Violation Warranted for Complaint at Time of Inspection
5665,1382457,CLOSED,10/19/2014,135,WEST 50 STREET,10019.0,1022708,105,,23,SCFLD,10/22/2014,I2,10/22/2014,20260427000000,Sidewalk Shed/Supported Scaffold/Inadequate/Defect/NONE/NO PMT/NO CERT,No Violation Warranted for Complaint at Time of Inspection
5666,4453255,CLOSED,08/02/2010,150-28,113 AVENUE,11433.0,4537401,412,,45,QNS.,09/03/2010,B2,08/18/2010,20260427000000,Illegal Conversion +,OATH Summons Prepared and Attempt to Serve will be Made
5667,1569228,CLOSED,04/15/2021,249,WEST 26 STREET,10001.0,1014228,105,,86,MAN.,04/16/2021,I2,04/16/2021,20260427000000,Work Contrary to Stop Work Order,No Violation Warranted for Complaint at Time of Inspection
5668,4281798,CLOSED,10/14/2006,37-76,101 STREET,11368.0,4044098,403,,58,BOILR,03/29/2007,C2,03/27/2007,20260427000000,Boiler: Defective/Inoperative/No Permit,Inspector Unable to Gain Access – 2nd Final Attempt
5669,4858379,CLOSED,09/11/2021,109-31,112 STREET,11420.0,4249202,410,,83,QNS.,11/01/2021,I2,10/27/2021,20260427000000,Construction: Contrary/Beyond Approved Plans/Permits +,No Violation Warranted for Complaint at Time of Inspection
5670,2022349,CLOSED,06/18/1997,2229,VALENTINE AVENUE,10457.0,2013562,205,,43,BRONX,06/20/1997,A1,06/19/1997,20260427000000,Structural Stability Affected,Buildings Violation(s) Served
5671,1367264,CLOSED,03/12/2014,211,WEST 140 STREET,10030.0,1060410,110,,30,ERT,03/15/2014,I2,03/15/2014,20260427000000,Building Shaking/Vibrating/Struct Stability Affected,No Violation Warranted for Complaint at Time of Inspection
5672,4809753,CLOSED,04/23/2020,85-09,151 AVENUE,11414.0,4446805,410,,6S,ELEVR,05/28/2020,I2,05/28/2020,20260427000000,Elevator: Single Device on Property/No Alternate Service,No Violation Warranted for Complaint at Time of Inspection
5673,3273532,CLOSED,07/22/2008,34,ECKFORD STREET,11222.0,3067792,301,,88,BKLYN,07/31/2008,I2,07/30/2008,20260427000000,Safety Net/Guard Rail – Damaged/Inadequate/None (6-stories 75FT or Less),No Violation Warranted for Complaint at Time of Inspection
5674,4588756,CLOSED,05/22/2014,69-21,CENTRAL AVENUE,11385.0,4088993,405,,45,QNS.,07/22/2014,I2,07/17/2014,20260427000000,Illegal Conversion +,No Violation Warranted for Complaint at Time of Inspection
5675,3153259,CLOSED,03/29/2005,169,AVENUE U,11223.0,3191151,311,,58,BOILR,05/09/2005,H1,05/04/2005,20260427000000,Boiler: Defective/Inoperative/No Permit,Please See Complaint Number
5676,3672239,CLOSED,10/19/2018,2930,WEST 30 STREET,11224.0,3321834,313,,6M,ELEVR,10/22/2018,H1,10/22/2018,20260427000000,Elevator: Multiple Devices on Property,Please See Complaint Number
5677,3879445,CLOSED,10/26/2022,7402,NEW UTRECHT AVENUE,11204.0,3159556,311,,2G,SPOPS,12/27/2022,A8,12/27/2022,20260427000000,Advertising Sign/Billboard/Posters/Flexible Fabric – ILLEGAL,OATH Violation Served
5678,2110053,CLOSED,02/12/2008,2440,BRONX PARK EAST,10467.0,2051220,211,,63,ELEVR,03/13/2008,H1,03/11/2008,20260427000000,Elevator: Defective/Inoperative,Please See Complaint Number
5679,4742665,CLOSED,08/04/2018,102-11,216 STREET,11429.0,4238984,413,,45,QNS.,09/11/2018,C2,09/11/2018,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
5680,3292307,CLOSED,01/14/2009,762,BERGEN STREET,11238.0,3028244,308,,30,ERT,01/15/2009,A1,01/14/2009,20260427000000,Building Shaking/Vibrating/Struct Stability Affected,Buildings Violation(s) Served
5681,4726219,CLOSED,03/19/2018,90-15,QUEENS BOULEVARD,11373.0,4045999,404,,4B,SEP,03/28/2018,I2,03/20/2018,20260427000000,SEP – Professional Certification Compliance Audit,No Violation Warranted for Complaint at Time of Inspection
5682,1058967,CLOSED,06/29/1998,520,WEST 139 STREET,10031.0,1061724,109,,63,ELEVR,05/28/1999,J2,02/02/1999,20260427000000,Elevator: Defective/Inoperative,Complaint Resolved by Periodic Inspection
5683,2120350,CLOSED,09/25/2008,997,KELLY STREET,10459.0,2005476,202,,59,ELCTR,10/17/2008,A1,10/11/2008,20260427000000,Electrical Wiring: Defective/Exposed – In Progress,Buildings Violation(s) Served
5684,1242156,CLOSED,11/14/2008,111,EAST    7 STREET,10009.0,1005849,103,,10,MAN.,11/15/2008,I2,11/15/2008,20260427000000,Debris/Building – Falling or In Danger of Falling,No Violation Warranted for Complaint at Time of Inspection
5685,1595464,CLOSED,03/19/2022,980,5 AVENUE,10075.0,1046426,108,,8A,CSC,03/30/2022,L2,03/29/2022,20260427000000,Construction Safety Compliance (CSC) Action,Stop Work Order Fully Rescinded
5686,1181480,CLOSED,12/06/2006,225,WEST   12 STREET,10011.0,1011081,102,,09,MAN.,12/13/2006,I2,12/12/2006,20260427000000,Debris – Excessive,No Violation Warranted for Complaint at Time of Inspection
5687,3794417,CLOSED,04/22/2021,446,FRANKLIN AVENUE,11238.0,3335084,303,,1E,CSE,04/23/2021,A8,04/22/2021,20260427000000,Suspended (Hanging) Scaffolds – No Permit/License/Dangerous/ Accident,OATH Violation Served
5688,3042579,CLOSED,08/15/1995,109,EAST 96 STREET,11212.0,3100141,317,,05,BKLYN,10/23/1995,I2,10/19/1995,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
5689,2075517,CLOSED,09/14/2005,2303,HOLLAND AVENUE,10467.0,2050045,211,,59,ELCTR,10/27/2005,A1,10/22/2005,20260427000000,Electrical Wiring: Defective/Exposed – In Progress,Buildings Violation(s) Served
5690,3716477,CLOSED,08/13/2019,353,56 STREET,11220.0,3014919,307,,45,Q-L,01/08/2020,C4,01/07/2020,20260427000000,Illegal Conversion +,Access Denied – 2nd Attempt
5691,4891175,CLOSED,05/28/2022,40-66,ITHACA STREET,11373.0,4037220,404,,6S,ELEVR,06/23/2022,A8,06/22/2022,20260427000000,Elevator: Single Device on Property/No Alternate Service,OATH Violation Served
5692,3479963,CLOSED,05/23/2014,363,DOUGLASS STREET,11217.0,3019184,306,,83,BKLYN,05/28/2014,H1,05/28/2014,20260427000000,Construction: Contrary/Beyond Approved Plans/Permits +,Please See Complaint Number
5693,4972724,CLOSED,09/19/2024,161-03,POWELL COVE BOULEVARD,11357.0,4103990,407,,31,QNS.,08/18/2025,C2,08/18/2025,20260427000000,Certificate of Occupancy – None/ILLEGAL/Contrary to CO,Inspector Unable to Gain Access – 2nd Final Attempt
5694,5023983,CLOSED,02/01/1999,226,DOANE AVE,,5128992,5,,73,ST.IS,02/10/1999,B1,02/09/1999,20260427000000,Failure to Maintain,Buildings Violation(s) Prepared and Attempt to Serve will be Made
5695,2309967,CLOSED,11/27/2020,1691,EASTBURN AVENUE,10457.0,2007400,204,,6S,ELEVR,12/08/2020,A8,12/02/2020,20260427000000,Elevator: Single Device on Property/No Alternate Service,OATH Violation Served
5696,4143666,CLOSED,04/01/2002,106-04,34 AVENUE,11368.0,4043473,403,,14,QNS.,03/13/2006,L2,03/13/2006,20260427000000,Excavation – Undermining Adjacent Building,Stop Work Order Fully Rescinded
5697,4433463,CLOSED,02/04/2010,104-18,125 STREET,11419.0,4204521,410,,05,QNS.,02/04/2010,A1,12/16/2009,20260427000000,Permit – None (Building/PA/Demo etc.),Buildings Violation(s) Served
5698,1199451,CLOSED,07/22/2007,260,WEST   52 STREET,10019.0,1076198,105,,63,ELEVR,09/14/2007,I2,09/07/2007,20260427000000,Elevator: Defective/Inoperative,No Violation Warranted for Complaint at Time of Inspection
5699,1254699,CLOSED,04/24/2009,168,1 AVENUE,10009.0,1005930,103,,53,MAN.,05/13/2009,I2,05/12/2009,20260427000000,Vent/Exhaust – Illegal/Improper,No Violation Warranted for Complaint at Time of Inspection
5700,3107016,CLOSED,12/06/2002,369,17 STREET,11215.0,3016496,307,,05,BKLYN,01/15/2003,I2,01/10/2003,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
5701,4539404,CLOSED,01/29/2013,39-12,CORPORAL STONE STREET,11361.0,4137622,411,,76,CITY,02/19/2013,L2,02/19/2013,20260427000000,Unlicensed/Illegal/Improper Plumbing Work In-Progress,Stop Work Order Fully Rescinded
5702,2371816,CLOSED,07/13/2023,3303,BRONXWOOD AVENUE,10469.0,2056467,212,,7G,CSE,07/14/2023,I2,07/13/2023,20260427000000,CSE: Sweep,No Violation Warranted for Complaint at Time of Inspection
5703,3630694,CLOSED,12/08/2017,646,LORIMER STREET,11211.0,3068247,301,,2G,SPOPS,12/08/2017,I2,12/08/2017,20260427000000,Advertising Sign/Billboard/Posters/Flexible Fabric – ILLEGAL,No Violation Warranted for Complaint at Time of Inspection
5704,4002731,CLOSED,05/17/1989,149-53,ASH AVENUE,11355.0,4309894,407,,48,QNS.,06/12/1989,C2,05/26/1989,20260427000000,Residential Use – ILLEGAL,Inspector Unable to Gain Access – 2nd Final Attempt
5705,2041524,CLOSED,10/19/2001,2,MINERVA PLACE,10468.0,2017591,207,,63,ELEVR,01/24/2002,I2,11/27/2001,20260427000000,Elevator: Defective/Inoperative,No Violation Warranted for Complaint at Time of Inspection
5706,4814739,CLOSED,06/26/2020,103-44,108 STREET,11419.0,4201668,410,,6Y,OBM,06/29/2020,A8,06/26/2020,20260427000000,Local Law Audits,OATH Violation Served
5707,3858958,CLOSED,06/14/2022,1935,BEDFORD AVENUE,11225.0,3115549,309,,14,CSE,06/15/2022,I2,06/14/2022,20260427000000,Excavation – Undermining Adjacent Building,No Violation Warranted for Complaint at Time of Inspection
5708,4366028,CLOSED,08/05/2008,187-18,HILLSIDE AVENUE,11432.0,4212876,412,,83,QNS.,08/14/2008,A9,08/11/2008,20260427000000,Construction: Contrary/Beyond Approved Plans/Permits +,OATH and DOB Violations Served
5709,4072677,CLOSED,11/19/1997,76-03,263 STREET,11004.0,4173996,413,,05,QNS.,12/29/1997,A1,11/26/1997,20260427000000,Permit – None (Building/PA/Demo etc.),Buildings Violation(s) Served
5710,1642968,CLOSED,07/12/2023,1,BANK STREET,10014.0,1011018,102,,4A,SPOPS,08/22/2023,C2,08/21/2023,20260427000000,Illegal Hotel Rooms in Residential Buildings,Inspector Unable to Gain Access – 2nd Final Attempt
5711,2070226,CLOSED,05/13/2005,2590,MILES AVENUE,10465.0,2102880,210,,55,BRONX,07/08/2005,I2,07/06/2005,20260427000000,Zoning: Non-Conforming,No Violation Warranted for Complaint at Time of Inspection
5712,1225987,CLOSED,05/29/2008,2089,MADISON AVENUE,10037.0,1088824,111,,73,MAN.,06/02/2008,A9,05/27/2008,20260427000000,Failure to Maintain,OATH and DOB Violations Served
5713,1058989,CLOSED,06/30/1998,25,WEST 35 STREET,10001.0,1015893,105,,05,MAN.,07/06/1998,I2,07/02/1998,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
5714,3093796,CLOSED,10/18/2001,69,WESTMINSTER ROAD,11218.0,3116402,314,,45,BKLYN,10/31/2001,I2,10/24/2001,20260427000000,Illegal Conversion +,No Violation Warranted for Complaint at Time of Inspection
5715,1525895,CLOSED,10/29/2019,10,HANOVER SQUARE,10005.0,1000859,101,,4G,MAN.,10/29/2019,A8,10/29/2019,20260427000000,Illegal Conversion No Access Follow-Up,OATH Violation Served
5716,4751423,CLOSED,10/15/2018,104-44,164 PLACE,11433.0,4216333,412,,05,QNS.,12/28/2018,C2,12/28/2018,20260427000000,Permit – None (Building/PA/Demo etc.),Inspector Unable to Gain Access – 2nd Final Attempt
5717,2096439,CLOSED,03/20/2007,823,FREEMAN STREET,10459.0,2010381,203,,03,BRONX,04/04/2007,C2,04/03/2007,20260427000000,Adjacent Buildings – Not Protected,Inspector Unable to Gain Access – 2nd Final Attempt
5718,5046933,CLOSED,09/01/2004,388,JERSEY STREET,10301.0,5001081,501,,37,ST.IS,09/02/2004,I2,09/01/2004,20260427000000,Egress: - Locked/Blocked/Improper/No Secondary Means,No Violation Warranted for Complaint at Time of Inspection
5719,1631332,CLOSED,03/14/2023,132,EAST 61 STREET,10065.0,1041955,108,,75,MOSE,06/07/2023,H1,06/06/2023,20260427000000,Adult Establishment,Please See Complaint Number
5720,3736676,CLOSED,01/02/2020,151,KENT AVENUE,11249.0,3062291,301,,86,BKLYN,01/03/2020,C2,01/03/2020,20260427000000,Work Contrary to Stop Work Order,Inspector Unable to Gain Access – 2nd Final Attempt
5721,2353756,CLOSED,10/04/2022,201,EAST 164 STREET,10456.0,2002722,204,,45,Q-L,12/02/2022,C2,12/02/2022,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
5722,3921639,CLOSED,08/07/2023,1708,WEST 13 STREET,11223.0,3176336,311,,83,BKLYN,08/31/2023,H1,08/30/2023,20260427000000,Construction: Contrary/Beyond Approved Plans/Permits +,Please See Complaint Number
5723,2089729,CLOSED,10/02/2006,2400,VALENTINE AVENUE,10458.0,2013454,205,,05,BRONX,10/05/2006,I2,10/04/2006,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
5724,3806657,CLOSED,07/19/2021,378,FLUSHING AVENUE,11205.0,3054204,303,,8A,CSC,07/22/2021,L2,07/22/2021,20260427000000,Construction Safety Compliance (CSC) Action,Stop Work Order Fully Rescinded
5725,1083151,CLOSED,12/29/2000,680,12 AVE,10019.0,1080994,104,,49,SPOPS,12/29/2000,H1,12/29/2000,20260427000000,Storefront or Business Sign/Awning/Marquee/Canopy – ILLEGAL,Please See Complaint Number
5726,1257436,CLOSED,06/01/2009,514,EAST    6 STREET,10009.0,1005049,103,,09,MAN.,06/02/2009,H1,06/02/2009,20260427000000,Debris – Excessive,Please See Complaint Number
5727,4615542,CLOSED,04/14/2015,85-27,122 STREET,11415.0,4193542,409,,55,ERT,09/19/2018,I2,09/19/2018,20260427000000,Zoning: Non-Conforming,No Violation Warranted for Complaint at Time of Inspection
