"complaint_number","status","date_entered","house_number","house_street","zip_code","bin","community_board","special_district","complaint_category","unit","disposition_date","disposition_code","inspection_date","dobrundate"
"1654437","CLOSED","11/29/2023","103","GRAND STREET","10013","1002997","102",,"6V","OBM","11/29/2023","I2","11/29/2023","20260427000000"
"4534901","CLOSED","11/30/2012","117-42","124 STREET","11420","4254633","410",,"05","QNS.","11/30/2012","A8","10/01/2012","20260427000000"
"4458220","CLOSED","09/15/2010","87-12","175 STREET","11432","4600457","412",,"03","QNS.","10/06/2010","L2","10/06/2010","20260427000000"
"3108032","CLOSED","01/10/2003","32","FT GREEN PLACE","11217","3058721","302",,"23","BKLYN","01/23/2003","A9","01/15/2003","20260427000000"
"3637087","CLOSED","02/03/2018","375 A","ASHFORD STREET","11207","3089193","305",,"59","ELCTR","02/09/2018","C2","02/08/2018","20260427000000"
"3951180","CLOSED","03/11/2024","96","WYCKOFF AVENUE","11237","3073650","304",,"90","OBM","03/12/2024","I2","03/12/2024","20260427000000"
"4890408","CLOSED","05/20/2022","200-17","LINDEN BOULEVARD","11412","4238523","412",,"45","Q-L","02/02/2023","C2","02/01/2023","20260427000000"
"1052734","CLOSED","10/20/1997","56","MAC DOUGAL STREET","10013","1008067","102",,"53","MAN.","07/10/1998","I2","07/08/1998","20260427000000"
"1244170","CLOSED","12/10/2008","517","EAST   81 STREET","10028","1051133","108",,"05","MAN.","12/23/2008","I2","12/16/2008","20260427000000"
"1078830","CLOSED","08/18/2000","441","7 AVENUE","10001","1015219","105",,"63","ELEVR","08/22/2000","I2","08/21/2000","20260427000000"
"2142450","CLOSED","03/10/2010","3050","CORLEAR AVENUE","10463","2122918","208",,"35","BRONX","04/26/2011","I2","04/20/2011","20260427000000"
"1443621","CLOSED","02/16/2017","510","WEST 22 STREET","10011","1090200","104",,"4L","BEST","02/24/2017","L2","02/24/2017","20260427000000"
"3819779","CLOSED","10/30/2021","299","TROUTMAN STREET","11237","3072379","304",,"10","ERT","03/01/2024","Y3","03/01/2024","20260427000000"
"1699939","CLOSED","07/14/2025","45","CARMINE STREET","10014","1009909","102",,"74","SPOPS","10/29/2025","I2","10/28/2025","20260427000000"
"2248093","CLOSED","08/15/2017","1892","MORRIS AVENUE","10453","2007622","205",,"63","ELEVR","08/15/2017","H1","08/15/2017","20260427000000"
"3A05349","CLOSED","03/06/2025","592","MARCY AVENUE","11206","3429410","303",,"83","CSE","05/08/2025","AF","05/07/2025","20260427000000"
"3245915","CLOSED","11/23/2007","1310","ST JOHNS PLACE","11213","3037016","308",,"58","BOILR","01/31/2008","C2","01/30/2008","20260427000000"
"4000248","CLOSED","01/20/1989","30-11","94 STREET","11369","4033703","403",,"05","QNS.","01/17/1990","I2","01/16/1990","20260427000000"
"3860705","CLOSED","06/23/2022","670","EAST 32 STREET","11210","3114020","317",,"45","Q-L","10/24/2022","A8","10/23/2022","20260427000000"
"5039026","CLOSED","06/04/2003","392","ELVIN STREET",,"5148210","5",,"73","ST.IS","06/10/2003","A9","06/05/2003","20260427000000"
"1171735","CLOSED","08/01/2006","337","WEST  138 STREET","10030","1060905","110",,"63","ELEVR","08/11/2006","I2","08/08/2006","20260427000000"
"1340703","CLOSED","01/05/2013","440","PARK AVENUE","10022","1088817","105",,"01","ERT","01/05/2013","I2","01/05/2012","20260427000000"
"4070716","CLOSED","09/25/1997","1882","PALMETTO STREET","11385","4082972","405",,"45","QNS.","10/30/1997","A9","10/18/1997","20260427000000"
"4076734","CLOSED","03/23/1998","60-23","78 STREET","11373","4064621","405",,"33","QNS.","07/27/1998","I2","07/23/1998","20260427000000"
"3224817","CLOSED","05/09/2007","1918","50 STREET","11204","3129509","312",,"05","BKLYN","11/26/2007","A9","11/21/2007","20260427000000"
"2401747","CLOSED","10/03/2024","3754","EAST TREMONT AVENUE","10465","2080351","210",,"83","BRONX","01/15/2025","A8","12/20/2024","20260427000000"
"4417753","CLOSED","10/01/2009","125-19","20 AVENUE","11356","4098910","407",,"45","QNS.","11/12/2009","I2","11/07/2009","20260427000000"
"4892121","CLOSED","06/08/2022","14-21","COLLEGE POINT BOULEVARD","11356","4098350","407",,"59","ELCTR","06/12/2022","C2","06/11/2022","20260427000000"
"4166492","CLOSED","05/18/2003","78-34","78 STREET","11385","4093269","405",,"04","ERT","06/09/2003","I2","06/07/2003","20260427000000"
"2264623","CLOSED","07/06/2018","2317","TIEBOUT AVENUE","10458","2013443","205",,"37","ERT","07/06/2018","A8","07/06/2018","20260427000000"
"1184472","CLOSED","01/24/2007","14","SECOND AVENUE","10003","1006067","103",,"15","MAN.","02/23/2007","I2","02/14/2007","20260427000000"
"2437702","CLOSED","03/31/2026","1527","MORRIS AVENUE","10457","2007838","204",,"2F","BRONX","04/06/2026","N1","04/02/2026","20260427000000"
"4243595","CLOSED","10/08/2005","64-18","COOPER AVENUE","11385","4090785","405",,"29","QNS.","11/02/2005","A6","10/17/2005","20260427000000"
"1216693","CLOSED","02/27/2008","353","WEST   30 STREET","10001","1087497","104",,"23","SCFLD","02/28/2008","A1","02/27/2008","20260427000000"
"1519062","CLOSED","08/15/2019","1148","5 AVENUE","10128","1047439","108",,"30","ERT","08/16/2019","I2","08/16/2019","20260427000000"
"5184101","CLOSED","05/06/2024","75","BALTIMORE STREET","10308","5070268","503",,"1Y","EXEC","05/09/2024","A8","05/09/2024","20260427000000"
"3225005","CLOSED","05/11/2007","523","PARK AVENUE","11205","3048303","303",,"83","BKLYN","03/22/2019","L2","03/12/2019","20260427000000"
"4237808","CLOSED","08/28/2005","93-04","CORONA AVENUE","11373","4046040","404",,"59","ELCTR","09/15/2005","A1","09/13/2005","20260427000000"
"3003730","CLOSED","07/17/1989","620","4 AVE",,"3008953","3",,"73","BKLYN","04/30/1990","C2","04/16/1990","20260427000000"
"3102969","CLOSED","08/12/2002","188","HALL STREET","11205","3054882","302",,"76","BKLYN","09/19/2002","I2","09/19/2002","20260427000000"
"3143102","CLOSED","10/21/2004","23","PRESTON COURT","11234","3222304","318",,"30","BKLYN","10/21/2004","A9","10/21/2004","20260427000000"
"1356084","CLOSED","09/10/2013","555","WEST 149 STREET","10031","1062081","109",,"45","MAN.","12/02/2013","C2","11/30/2013","20260427000000"
"1369733","CLOSED","04/18/2014","1365","5 AVENUE","10029","1080501","111",,"66","PLUMB","06/13/2014","C2","06/10/2014","20260427000000"
"1287934","CLOSED","08/25/2010","47","MONROE STREET","10002","1003264","103",,"31","MAN.","03/18/2011","C2","03/16/2011","20260427000000"
"3314052","CLOSED","08/01/2009","1645","83 STREET","11214","3164255","311",,"35","BKLYN","08/10/2009","I2","08/06/2009","20260427000000"
"3A47242","CLOSED","02/03/2026","1257","80 STREET","11228","3162517","310",,"05","RTEU","03/11/2026","C2","03/11/2026","20260427000000"
"5090727","CLOSED","04/20/2011","926","POST AVENUE","10302","5024130","501",,"05","ST.IS","04/20/2011","A8","03/11/2011","20260427000000"
"4650046","CLOSED","04/15/2016","97-44","89 STREET","11416","4534646","409",,"1Z","EXEC","04/22/2016","I2","04/19/2016","20260427000000"
"3343156","CLOSED","05/26/2010","2273","CONEY ISLAND AVENUE","11223","3196642","315",,"55","BKLYN","06/04/2010","A8","05/26/2010","20260427000000"
"3A14587","CLOSED","05/21/2025","65","SOUTH 6 STREET","11249","3063539","301",,"09","BKLYN","06/20/2025","I2","06/20/2025","20260427000000"
"3A51560","CLOSED","03/09/2026","2034","BERGEN STREET","11233","3350532","316",,"2M","FEU","03/09/2026","L1","03/06/2026","20260427000000"
"4321706","CLOSED","09/06/2007","145-08","88 AVENUE","11435","4534707","412",,"55","QNS.","09/10/2007","I2","09/07/2007","20260427000000"
"3278308","CLOSED","09/03/2008","276","EAST   93 STREET","11212","3101130","317",,"63","ELEVR","10/24/2008","I2","10/23/2008","20260427000000"
"4300586","CLOSED","03/26/2007","101-18","NORTHERN BOULEVARD","11368","4042547","403",,"73","QNS.","03/26/2007","A1","02/21/2007","20260427000000"
"1426259","CLOSED","06/15/2016","129","3 AVENUE","10003","1082118","106",,"73","BEST","06/15/2016","A1","06/15/2016","20260427000000"
"4540983","CLOSED","02/13/2013","5-36","47 AVENUE","11101","4000082","402",,"45","QNS.","08/05/2013","C2","08/04/2013","20260427000000"
"2285829","CLOSED","07/26/2019","1074","MORRIS PARK AVENUE","10461","2045005","211",,"5H","OBM","07/29/2019","I3","07/27/2019","20260427000000"
"1537731","CLOSED","03/02/2020","157","EAST 84 STREET","10028","1087682","108",,"6V","OBM","03/02/2020","I3","03/02/2020","20260427000000"
"3299895","CLOSED","03/31/2009","9000","SHORE ROAD","11209","3322532","310",,"77","SPOPS","07/21/2009","I2","07/17/2009","20260427000000"
"3826559","CLOSED","12/29/2021","311","FRANKLIN AVENUE","11238","3424967","303",,"86","BKLYN","12/29/2021","I1","12/29/2021","20260427000000"
"5089443","CLOSED","02/02/2011","21","KAYLA COURT","10306","5158088","502",,"73","ST.IS","02/02/2011","A8","02/02/2011","20260427000000"
"3392605","CLOSED","10/10/2011","342","53 STREET","11220","3319457","307",,"03","BKLYN","10/11/2011","I2","10/11/2011","20260427000000"
"1036226","CLOSED","08/03/1995","518","EAST   72 STREET","10021","1078437","108",,"05","MAN.","08/21/1995","I2","08/07/1995","20260427000000"
"1044904","CLOSED","10/21/1996","2848","BROADWAY","10025","1056917","109",,"53","MAN.","11/14/1996","I2","11/13/1996","20260427000000"
"3965443","CLOSED","06/19/2024","2248","HOMECREST AVENUE","11229","3200577","315",,"05","OBM","06/24/2024","I2","06/24/2024","20260427000000"
"4083477","CLOSED","09/02/1998","75-30","KESSEL STREET","11375","4078886","406",,"05","QNS.","10/13/1998","C2","09/29/1998","20260427000000"
"4855361","CLOSED","08/16/2021","41-24","40 STREET","11104","4002411","402",,"55","QNS.","11/09/2021","I2","10/28/2021","20260427000000"
"3512976","CLOSED","04/28/2015","420","CLINTON AVENUE","11238","3055969","302",,"30","ERT","04/29/2015","I2","04/29/2015","20260427000000"
"4086224","CLOSED","11/17/1998","41-15","104 STREET","11368","4048820","404",,"31","QNS.","02/04/1999","I2","11/23/1998","20260427000000"
"3504951","CLOSED","01/30/2015","515","GARDNER AVENUE","11222","3069703","301","IBZ","4B","SEP","02/11/2015","A9","02/02/2015","20260427000000"
"3542264","CLOSED","12/30/2015","8501","NEW UTRECHT AVENUE","11214","3165762","311",,"91","ERT","12/30/2015","I2","12/30/2015","20260427000000"
"1595029","CLOSED","03/14/2022","20","EXCHANGE PLACE","10005","1000830","101",,"6M","ELEVR","03/17/2022","I2","03/16/2022","20260427000000"
"4027302","CLOSED","06/22/1992","84-12","DANIELS STREET","11435","4207893","408",,"48","QNS.","09/09/1992","B1","08/27/1992","20260427000000"
"3941119","CLOSED","12/28/2023","251","51 STREET","11220","3013172","307",,"05","SPOPS","01/04/2024","I2","01/04/2024","20260427000000"
"2219604","CLOSED","11/24/2015","2830","SEDGWICK AVENUE","10468","2015396","208",,"63","ELEVR","07/14/2016","A8","07/14/2016","20260427000000"
"2114285","CLOSED","05/19/2008","3240","RIVERDALE AVENUE","10463","2083674","208",,"10","BRONX","05/20/2008","I2","05/19/2008","20260427000000"
"4449186","CLOSED","06/25/2010","141-39","73 AVENUE","11367","4143475","408",,"66","QNS.","07/06/2010","C2","07/06/2010","20260427000000"
"4301136","CLOSED","03/30/2007","42-20","168 STREET","11358","4121854","407",,"31","QNS.","05/01/2007","I2","04/25/2007","20260427000000"
"3956942","CLOSED","04/18/2024","7036","AVENUE M","11234","3350404","318",,"1X","BKLYN","04/18/2024","A8","04/18/2024","20260427000000"
"4733303","CLOSED","05/18/2018","108-22","65 AVENUE","11375","4051727","406",,"83","QNS.","07/09/2018","I2","07/06/2018","20260427000000"
"2434171","CLOSED","02/11/2026","20","WEST MOSHOLU PARKWAY SOUTH","10468","2092444","207",,"23","CSE","02/12/2026","I2","02/12/2026","20260427000000"
"4667722","CLOSED","09/21/2016","115-14","103 AVENUE","11419","4201938","410",,"45","QNS.","12/19/2016","C4","12/17/2016","20260427000000"
"1044025","CLOSED","09/10/1996","309","EAST 60 STREET","10022","1044196","108",,"75","ERT","11/01/1996","I1","11/01/1996","20260427000000"
"3388723","CLOSED","08/29/2011","141","22 STREET","11232","3009313","307",,"59","ELCTR","08/31/2011","A1","08/23/2011","20260427000000"
"4902903","CLOSED","09/23/2022","107-48","UNION HALL STREET","11433","4607801","412",,"09","QNS.","11/14/2022","I2","11/14/2022","20260427000000"
"3042239","CLOSED","07/31/1995","255","SCHOLES STREET","11206","3070894","301",,"41","BKLYN","08/02/1995","B1","07/31/1995","20260427000000"
"1045887","CLOSED","12/06/1996","279","EAST HOUSTON STREET","10002","1004243","103",,"05","MAN.","12/11/1996","I2","12/09/1996","20260427000000"
"3177398","CLOSED","12/06/2005","1017","45 STREET","11219","3136355","312",,"74","BKLYN","12/23/2005","B1","12/19/2005","20260427000000"
"3447569","CLOSED","06/15/2013","75","CLINTON STREET","11201","3002103","302",,"59","ELCTR","06/19/2013","C2","06/18/2013","20260427000000"
"1038040","CLOSED","11/20/1995","453","BROOME STREET","10013","1007037","102",,"32","MAN.","10/02/1996","I2","09/30/1996","20260427000000"
"2090580","CLOSED","10/18/2006","1115","JEROME AVENUE","10452","2003072","204",,"63","ELEVR","10/31/2006","H1","10/26/2006","20260427000000"
"1702926","CLOSED","08/22/2025","140","EAST 17 STREET","10003","1017824","106",,"7J","RTEU","08/27/2025","C2","08/27/2025","20260427000000"
"4372983","CLOSED","09/22/2008","63-46","79 STREET","11379","4069226","405",,"45","QNS.","10/24/2008","C2","10/20/2008","20260427000000"
"2368916","CLOSED","06/14/2023","737","EAST 187 STREET","10458","2012898","206",,"7R","SPOPS","06/23/2023","AF","06/22/2023","20260427000000"
"2233832","CLOSED","10/08/2016","2","FORDHAM HILL OVAL","10468","2092432","207",,"63","ELEVR","10/12/2016","H1","10/12/2016","20260427000000"
"5107556","CLOSED","11/22/2013","2235","CLOVE ROAD","10305","5047304","502",,"54","ST.IS","12/11/2013","I2","12/11/2013","20260427000000"
"4981244","CLOSED","12/04/2024","108-58","66 AVENUE","11375","4051832","406",,"05","QNS.","04/28/2025","L2","04/24/2025","20260427000000"
"5099074","CLOSED","07/27/2012","114","PORT RICHMOND AVENUE","10302","5025285","501",,"37","ST.IS","07/27/2012","I2","07/27/2012","20260427000000"
"4907557","CLOSED","11/15/2022","185-07","69 AVENUE","11365","4153274","408",,"7G","CSE","11/16/2022","I2","11/16/2022","20260427000000"
"1499276","CLOSED","01/15/2019","359","6 AVENUE","10014","1088408","102",,"1X","MAN.","01/22/2019","I2","01/17/2019","20260427000000"
"1459169","CLOSED","08/30/2017","130","WADSWORTH AVENUE","10033","1063919","112",,"45","MAN.","12/07/2017","A8","12/06/2017","20260427000000"
"4412864","CLOSED","08/24/2009","10319","106 STREET","11417","4201645","410",,"45","QNS.","10/30/2009","C2","10/23/2009","20260427000000"
"3356826","CLOSED","10/03/2010","16A","DUNNE PLACE","11235","3247647","315",,"15","BKLYN","11/20/2010","K1","11/13/2010","20260427000000"
"5118771","CLOSED","12/02/2015","1197","CLOVE ROAD","10301","5006691","501",,"29","ST.IS","12/21/2015","A8","12/19/2015","20260427000000"
"3686946","CLOSED","02/18/2019","31","EAST 53 STREET","11203","3099772","317",,"31","BKLYN","07/10/2019","A8","07/10/2019","20260427000000"
"2345786","CLOSED","05/11/2022","1828","LAFAYETTE AVENUE","10473","2022203","209",,"58","BOILR","05/20/2022","C2","05/20/2022","20260427000000"
"1264524","CLOSED","09/02/2009","3015","BROADWAY","10027","1082348","109",,"23","SCFLD","09/03/2009","L2","09/03/2009","20260427000000"
"2004391","CLOSED","10/11/1990","2948","3 AVENUE","10455","2001173","201",,"10","BRONX","10/16/1990","I2","10/12/1990","20260427000000"
"3067657","CLOSED","11/04/1998","1301","PACIFIC STREET","11216","3029815","308",,"63","ELEVR","12/08/1998","A1","11/12/1998","20260427000000"
"1460388","CLOSED","09/13/2017","4971","BROADWAY","10034","1064999","112",,"05","SPOPS","01/09/2018","L2","01/09/2018","20260427000000"
"3784151","CLOSED","01/20/2021","886","LINDEN BOULEVARD","11203","3102320","317",,"30","ERT","01/27/2021","Y3","01/25/2021","20260427000000"
"3755644","CLOSED","06/11/2020","95","EASTERN PARKWAY","11238","3029631","308",,"6S","ELEVR","06/26/2020","I2","06/26/2020","20260427000000"
"4940357","CLOSED","10/15/2023","109-19","216 STREET","11429","4239629","413",,"45","Q-L","10/23/2023","A8","10/23/2023","20260427000000"
"3720338","CLOSED","09/06/2019","1425","45 STREET","11219","3136549","312",,"1X","BKLYN","12/04/2019","L2","12/04/2019","20260427000000"
"4334574","CLOSED","12/22/2007","95-18","127 STREET","11419","4199935","409",,"45","QNS.","03/03/2008","C2","02/26/2008","20260427000000"
"3660146","CLOSED","07/31/2018","269","4 AVENUE","11215","3426694","306",,"91","BEST","07/31/2018","I2","07/31/2018","20260427000000"
"4320168","CLOSED","08/25/2007","104-64","46 AVENUE","11368","4531498","404",,"45","QNS.","10/18/2007","C2","09/29/2007","20260427000000"
"2108783","CLOSED","01/09/2008","871","EAST  179 STREET","10460","2115990","206",,"59","ELCTR","01/09/2008","A1","01/09/2008","20260427000000"
"1660640","CLOSED","02/20/2024","442","EAST 9 STREET","10009","1077639","103",,"6V","OBM","02/22/2024","I3","02/22/2024","20260427000000"
"2273529","CLOSED","12/25/2018","1777","GRAND CONCOURSE","10453","2007890","205",,"6M","ELEVR","12/28/2018","H1","12/28/2018","20260427000000"
"5099213","CLOSED","08/06/2012","7","THURSTON STREET","10314","5030156","501",,"05","ST.IS","10/03/2012","I2","10/02/2012","20260427000000"
"3987210","CLOSED","12/09/2024","8201","4 AVENUE","11209","3152095","310",,"30","ERT","12/11/2024","A8","12/11/2024","20260427000000"
"2236936","CLOSED","12/20/2016","1959","UNIVERSITY AVENUE","10453","2129508","205",,"10","ERT","12/21/2016","A8","12/21/2016","20260427000000"
"5148813","CLOSED","05/21/2020","61","DIRENZO COURT","10309","5105159","503",,"2N","CSE","05/21/2020","I2","05/21/2020","20260427000000"
"4529025","CLOSED","10/01/2012","41-42","PARSONS BOULEVARD","11355","4114711","407",,"45","QNS.","01/04/2013","C2","12/28/2012","20260427000000"
"4318681","CLOSED","08/15/2007","203-58","27 AVENUE","11360","4133139","411",,"45","QNS.","09/12/2007","I2","08/17/2007","20260427000000"
"4419837","CLOSED","10/14/2009","6948","228 STREET","11364","4163853","411",,"05","QNS.","10/28/2009","C2","10/26/2009","20260427000000"
"3837107","CLOSED","03/26/2022","1921","CHURCH AVENUE","11226","3116544","314",,"30","ERT","03/26/2022","Y1","03/26/2022","20260427000000"
"1089041","CLOSED","07/09/2001","153","EAST   26 STREET","10010","1018140","106",,"37","MAN.","07/19/2001","I2","07/17/2001","20260427000000"
"5120534","CLOSED","03/30/2016","6319","AMBOY ROAD","10309","5087039","503",,"06","ST.IS","05/16/2016","I2","05/13/2016","20260427000000"
"3973484","CLOSED","08/21/2024","158","ROEBLING STREET","11211","3062477","301",,"05","SPOPS","09/11/2024","I2","09/11/2024","20260427000000"
"1461353","CLOSED","09/25/2017","250","WEST 50 STREET","10019","1085498","105",,"05","MAN.","10/17/2017","I2","10/16/2017","20260427000000"
